Gene	EnsID	Chromosome	Start	End	band	strand
7346	RPL30P3	ENSG00000223640	2	9081395	9081727	p25.1	-1
27817	ASAP2	ENSG00000151693	2	9206765	9405683	p25.1	1
30627	EIF1P7	ENSG00000213772	2	9271292	9271628	p25.1	-1
23977	ITGB1BP1	ENSG00000119185	2	9403475	9423547	p25.1	-1
22864	CPSF3	ENSG00000119203	2	9423568	9473101	p25.1	1
20178	IAH1	ENSG00000134330	2	9473658	9496543	p25.1	1
19333	ADAM17	ENSG00000151694	2	9488486	9555792	p25.1	-1
24643	YWHAQ	ENSG00000134308	2	9583972	9631014	p25.1	-1
6289	RNU4-73P	ENSG00000200034	2	9740643	9740783	p25.1	-1
167	TAF1B	ENSG00000115750	2	9843354	9934416	p25.1	1
23259	GRHL1	ENSG00000134317	2	9951693	10002277	p25.1	1
20770	KLF11	ENSG00000172059	2	10042849	10054836	p25.1	1
34942	CYS1	ENSG00000205795	2	10056780	10080944	p25.1	-1
15583	RRM2	ENSG00000171848	2	10122328	10131419	p25.1	1
28982	C2orf48	ENSG00000163009	2	10141382	10211725	p25.1	1
777	MIR4261	ENSG00000265418	2	10192614	10192671	p25.1	-1
3437	RN7SL66P	ENSG00000264030	2	10280628	10280891	p25.1	1
9005	HPCAL1	ENSG00000115756	2	10302889	10427617	p25.1	1
14883	ODC1	ENSG00000115758	2	10439968	10448504	p25.1	-1
4530	SNORA80B	ENSG00000206633	2	10446714	10446849	p25.1	-1
22452	NOL10	ENSG00000115761	2	10570766	10689987	p25.1	-1
28978	RN7SL832P	ENSG00000243819	2	10690344	10692099	p25.1	1
12576	ATP6V1C2	ENSG00000143882	2	10721649	10785110	p25.1	1
3957	RNU7-138P	ENSG00000239053	2	10744186	10744249	p25.1	1
32174	PDIA6	ENSG00000143870	2	10783391	10837977	p25.1	-1
4806	RNU7-176P	ENSG00000238962	2	10815485	10815546	p25.1	-1
7588	KCNF1	ENSG00000162975	2	10911937	10914225	p25.1	1
18624	C2orf50	ENSG00000150873	2	11133053	11146790	p25.1	1
11543	PQLC3	ENSG00000162976	2	11155198	11178874	p25.1	1
21597	ROCK2	ENSG00000134318	2	11179761	11348330	p25.1	-1
3650	RNU6-1081P	ENSG00000207267	2	11233988	11234094	p25.1	1
30886	LINC00570	ENSG00000224177	2	11393981	11403077	p25.1	1
6845	E2F6	ENSG00000169016	2	11444375	11466177	p25.1	-1
24953	GREB1	ENSG00000196208	2	11482341	11642788	p25.1	1
6070	RNA5SP84	ENSG00000201610	2	11517397	11517503	p25.1	1
4008	MIR4429	ENSG00000264010	2	11540605	11540677	p25.1	-1
3072	RNU2-13P	ENSG00000251718	2	11561194	11561306	p25.1	1
5485	RNA5SP85	ENSG00000202248	2	11561661	11561779	p25.1	-1
2336	RN7SL674P	ENSG00000239899	2	11584773	11585047	p25.1	1
20749	NTSR2	ENSG00000169006	2	11658178	11670164	p25.1	-1
26735	LPIN1	ENSG00000134324	2	11677595	11827409	p25.1	1
3874	MIR548S	ENSG00000265056	2	11767444	11767525	p25.1	1
4040	MIR4262	ENSG00000265172	2	11836933	11836986	p25.1	-1
4652	MIR3681	ENSG00000264089	2	12199130	12199201	p24.3	1
2884	RNU6-843P	ENSG00000207183	2	12411398	12411501	p24.3	-1
28975	TRIB2	ENSG00000071575	2	12716889	12742734	p24.3	1
3814	MIR3125	ENSG00000264370	2	12737367	12737444	p24.3	1
21859	LINC00276	ENSG00000230448	2	13710531	14400963	p24.3	-1
2966	RNU6-1288P	ENSG00000251859	2	14274622	14274725	p24.3	-1
21442	FAM84A	ENSG00000162981	2	14632686	14650814	p24.3	1
24995	NBAS	ENSG00000151779	2	15166909	15561330	p24.3	-1
34865	DDX1	ENSG00000079785	2	15591178	15631111	p24.3	1
4372	RNU5E-7P	ENSG00000202160	2	15864935	15865051	p24.3	1
30648	MYCNUT	ENSG00000223850	2	15920399	15936017	p24.3	1
30624	MYCNOS	ENSG00000233718	2	15921037	15942249	p24.3	-1
30605	MYCN	ENSG00000134323	2	15940564	15947007	p24.3	1
2905	RN7SL104P	ENSG00000243541	2	15950689	15950981	p24.3	-1
8104	GACAT3	ENSG00000236289	2	16050427	16085801	p24.3	1
23551	FAM49A	ENSG00000197872	2	16549459	16666331	p24.2	-1
2798	RN7SKP168	ENSG00000222842	2	17122841	17123140	p24.2	-1
27400	ZFYVE9P2	ENSG00000214843	2	17284292	17284895	p24.2	1
28712	PSMC1P10	ENSG00000236348	2	17385091	17386417	p24.2	1
29168	RAD51AP2	ENSG00000214842	2	17510584	17518439	p24.2	-1
16190	VSNL1	ENSG00000163032	2	17539126	17657018	p24.2	1
14457	SMC6	ENSG00000163029	2	17663812	17800242	p24.2	-1
17005	GEN1	ENSG00000178295	2	17753858	17788941	p24.2	1
18096	MSGN1	ENSG00000151379	2	17816496	17817101	p24.2	1
23647	KCNS3	ENSG00000170745	2	17877847	18361616	p24.2	1
18336	RDH14	ENSG00000240857	2	18554723	18560680	p24.2	-1
15372	NT5C1B-RDH14	ENSG00000250741	2	18555545	18589564	p24.2	-1
15623	NT5C1B	ENSG00000185013	2	18562872	18589572	p24.2	-1
1428	RNU6-1215P	ENSG00000207170	2	18583367	18583468	p24.2	-1
19049	LINC01376	ENSG00000236204	2	18986451	19346748	p24.1	-1
1691	MIR4757	ENSG00000266738	2	19348429	19348505	p24.1	1
21292	OSR1	ENSG00000143867	2	19351485	19358653	p24.1	-1
22805	CISD1P1	ENSG00000213403	2	19826249	19826575	p24.1	1
22808	LINC00954	ENSG00000228784	2	19868860	19885047	p24.1	1
26562	TTC32	ENSG00000183891	2	19896643	19901986	p24.1	-1
5871	WDR35	ENSG00000118965	2	19910260	19990131	p24.1	-1
23793	MATN3	ENSG00000132031	2	19992111	20012694	p24.1	-1
34910	LAPTM4A	ENSG00000068697	2	20032650	20052028	p24.1	-1
2859	RN7SL140P	ENSG00000266059	2	20175346	20175639	p24.1	1
5834	RNU6-961P	ENSG00000200763	2	20175805	20175909	p24.1	1
28556	SDC1	ENSG00000115884	2	20200797	20225433	p24.1	-1
14514	RNU7-113P	ENSG00000238735	2	20246326	20246387	p24.1	-1
26703	PUM2	ENSG00000055917	2	20248691	20352234	p24.1	-1
34569	SLC7A15P	ENSG00000232800	2	20386386	20396588	p24.1	1
5973	RNA5SP86	ENSG00000212171	2	20401627	20401724	p24.1	-1
34571	RHOB	ENSG00000143878	2	20447074	20449445	p24.1	1
17915	HS1BP3	ENSG00000118960	2	20560448	20651089	p24.1	-1
19022	HS1BP3-IT1	ENSG00000231948	2	20590775	20592548	p24.1	-1
56	GDF7	ENSG00000143869	2	20666664	20679245	p24.1	1
11039	C2orf43	ENSG00000118961	2	20684014	20823130	p24.1	-1
7406	APOB	ENSG00000084674	2	21001429	21044073	p24.1	-1
19580	TDRD15	ENSG00000218819	2	21123917	21143272	p24.1	1
24290	NUTF2P8	ENSG00000270654	2	21362292	21364025	p24.1	-1
4090	RN7SL117P	ENSG00000264192	2	21922993	21923288	p24.1	1
4617	RNA5SP87	ENSG00000206882	2	22338886	22339003	p24.1	-1
14669	RN7SKP27	ENSG00000222616	2	22861552	22861884	p24.1	1
13300	KLHL29	ENSG00000119771	2	23385217	23708611	p24.1	1
24566	ATAD2B	ENSG00000119778	2	23748664	23927114	p23.3	-1
24548	PGAM1P6	ENSG00000224464	2	23872268	23873014	p23.3	-1
10259	UBXN2A	ENSG00000173960	2	23927285	24004909	p23.3	1
10669	SDHCP3	ENSG00000234946	2	23943846	23944351	p23.3	1
3680	RN7SL610P	ENSG00000243847	2	23996795	23997085	p23.3	-1
20840	MFSD2B	ENSG00000205639	2	24010081	24063321	p23.3	1
20569	C2orf44	ENSG00000163026	2	24029340	24049575	p23.3	-1
4114	RNU6-370P	ENSG00000222940	2	24045835	24045938	p23.3	1
21552	FKBP1B	ENSG00000119782	2	24049701	24063681	p23.3	1
35134	SF3B6	ENSG00000115128	2	24067584	24076443	p23.3	-1
28947	FAM228B	ENSG00000219626	2	24076526	24169640	p23.3	1
27908	TP53I3	ENSG00000115129	2	24077433	24085861	p23.3	-1
29314	PFN4	ENSG00000176732	2	24115371	24123477	p23.3	-1
28960	FAM228A	ENSG00000186453	2	24175069	24200849	p23.3	1
32040	ITSN2	ENSG00000198399	2	24202864	24360714	p23.3	-1
32011	HMGN2P20	ENSG00000232963	2	24330402	24330674	p23.3	1
32012	RPL36AP13	ENSG00000233747	2	24334512	24335152	p23.3	1
9620	NCOA1	ENSG00000084676	2	24491914	24770702	p23.3	1
909	RNA5SP88	ENSG00000202430	2	24564630	24564738	p23.3	-1
2233	RNU6-936P	ENSG00000206732	2	24676309	24676415	p23.3	1
24669	PTRHD1	ENSG00000184924	2	24789734	24793382	p23.3	-1
24503	CENPO	ENSG00000138092	2	24793136	24822376	p23.3	1
25023	ADCY3	ENSG00000138031	2	24819169	24919839	p23.3	-1
9432	DNAJC27	ENSG00000115137	2	24943636	24972094	p23.3	-1
10190	DNAJC27-AS1	ENSG00000224165	2	24971390	25039694	p23.3	1
30472	EFR3B	ENSG00000084710	2	25042130	25159137	p23.3	1
2747	RN7SL856P	ENSG00000276653	2	25058032	25058329	p23.3	1
7888	SUCLA2P3	ENSG00000229593	2	25079901	25081689	p23.3	-1
13162	POMC	ENSG00000115138	2	25160853	25168903	p23.3	-1
53	LINC01381	ENSG00000230452	2	25204313	25209202	p23.3	1
11683	DNMT3A	ENSG00000119772	2	25227855	25342590	p23.3	-1
3624	MIR1301	ENSG00000221445	2	25328633	25328744	p23.3	-1
13873	DTNB	ENSG00000138101	2	25377198	25673647	p23.3	-1
19180	ASXL2	ENSG00000143970	2	25733753	25878516	p23.3	-1
22497	TPM3P7	ENSG00000187536	2	25809925	25810656	p23.3	-1
22511	PTGES3P2	ENSG00000217643	2	25822469	25822950	p23.3	1
10278	KIF3C	ENSG00000084731	2	25926596	25982749	p23.3	-1
10531	UQCRHP2	ENSG00000237629	2	25994794	25995081	p23.3	1
10761	TRMT112P6	ENSG00000268412	2	26028208	26028612	p23.3	-1
21248	RAB10	ENSG00000084733	2	26034107	26137454	p23.3	1
3030	RNU6-942P	ENSG00000199872	2	26042675	26042781	p23.3	1
14962	SMARCE1P6	ENSG00000214465	2	26149204	26150731	p23.3	1
16180	PPIL1P1	ENSG00000237951	2	26162056	26162554	p23.3	1
17201	GAREML	ENSG00000157833	2	26173091	26189663	p23.3	1
14310	HADHA	ENSG00000084754	2	26190635	26244726	p23.3	-1
12023	HADHB	ENSG00000138029	2	26243170	26290468	p23.3	1
13348	ADGRF3	ENSG00000173567	2	26308173	26346817	p23.3	-1
12119	EPT1	ENSG00000138018	2	26308547	26395891	p23.3	1
19864	DRC1	ENSG00000157856	2	26401916	26456711	p23.3	1
23473	OTOF	ENSG00000115155	2	26457203	26558698	p23.3	-1
14365	C2orf70	ENSG00000173557	2	26562582	26579532	p23.3	1
14512	CIB4	ENSG00000157884	2	26581202	26641368	p23.3	-1
9373	KCNK3	ENSG00000171303	2	26692690	26733420	p23.3	1
8192	SLC35F6	ENSG00000213699	2	26764284	26781231	p23.3	1
8634	CENPA	ENSG00000115163	2	26764289	26801067	p23.3	1
20162	CDKN2AIPNLP2	ENSG00000145835	2	26827169	26827520	p23.3	-1
32139	DPYSL5	ENSG00000157851	2	26847747	26950351	p23.3	1
29958	MAPRE3	ENSG00000084764	2	26970612	27027196	p23.3	1
8029	TMEM214	ENSG00000119777	2	27032910	27041695	p23.3	1
21183	AGBL5	ENSG00000084693	2	27042364	27070622	p23.3	1
20987	AGBL5-AS1	ENSG00000231636	2	27049683	27050264	p23.3	-1
23045	AGBL5-IT1	ENSG00000229122	2	27061038	27061815	p23.3	1
19882	OST4	ENSG00000228474	2	27070472	27071773	p23.3	-1
35067	EMILIN1	ENSG00000138080	2	27078567	27086408	p23.3	1
27509	KHK	ENSG00000138030	2	27086747	27100772	p23.3	1
19634	CGREF1	ENSG00000138028	2	27098889	27119115	p23.3	-1
10127	ABHD1	ENSG00000143994	2	27123789	27130812	p23.3	1
8721	PREB	ENSG00000138073	2	27130756	27134675	p23.3	-1
30587	PRR30	ENSG00000186143	2	27136848	27139410	p23.3	-1
30590	TCF23	ENSG00000163792	2	27149004	27156974	p23.3	1
34448	SLC5A6	ENSG00000138074	2	27199587	27212958	p23.3	-1
34478	ATRAID	ENSG00000138085	2	27212027	27217178	p23.3	1
25158	CAD	ENSG00000084774	2	27217390	27243943	p23.3	1
26516	SLC30A3	ENSG00000115194	2	27253684	27275817	p23.3	-1
27160	DNAJC5G	ENSG00000163793	2	27275421	27281499	p23.3	1
17200	TRIM54	ENSG00000138100	2	27282392	27307439	p23.3	1
17184	UCN	ENSG00000163794	2	27307400	27308445	p23.3	-1
8362	MPV17	ENSG00000115204	2	27309492	27325680	p23.3	-1
10638	GTF3C2	ENSG00000115207	2	27325849	27357034	p23.3	-1
10523	GTF3C2-AS1	ENSG00000234945	2	27335535	27342599	p23.3	1
7901	EIF2B4	ENSG00000115211	2	27364352	27370486	p23.3	-1
6502	SNX17	ENSG00000115234	2	27370496	27377533	p23.3	1
6333	ZNF513	ENSG00000163795	2	27377231	27380790	p23.3	-1
22369	PPM1G	ENSG00000115241	2	27381194	27409687	p23.3	-1
23778	FTH1P3	ENSG00000213453	2	27392784	27393367	p23.3	-1
23194	NRBP1	ENSG00000115216	2	27427790	27442259	p23.3	1
7741	KRTCAP3	ENSG00000157992	2	27442366	27446481	p23.3	1
8244	IFT172	ENSG00000138002	2	27444371	27489789	p23.3	-1
4137	RNU6-986P	ENSG00000200003	2	27475494	27475595	p23.3	-1
11638	FNDC4	ENSG00000115226	2	27491883	27495245	p23.3	-1
11846	GCKR	ENSG00000084734	2	27496842	27523684	p23.3	1
18636	C2orf16	ENSG00000221843	2	27576522	27582720	p23.3	1
32698	ZNF512	ENSG00000243943	2	27582969	27623215	p23.3	1
32432	CCDC121	ENSG00000176714	2	27625639	27629012	p23.3	-1
9342	GPN1	ENSG00000198522	2	27628247	27651508	p23.3	1
32439	SUPT7L	ENSG00000119760	2	27650812	27663840	p23.3	-1
6727	SLC4A1AP	ENSG00000163798	2	27663471	27694976	p23.3	1
8444	LINC01460	ENSG00000205334	2	27705786	27715732	p23.2	-1
13083	MRPL33	ENSG00000243147	2	27771717	27988087	p23.2	1
12913	RBKS	ENSG00000171174	2	27781364	27891098	p23.2	-1
13351	BRE	ENSG00000158019	2	27889941	28338901	p23.2	1
4707	MIR4263	ENSG00000265321	2	27996367	27996449	p23.2	1
13169	RPL23AP34	ENSG00000225991	2	28308161	28308570	p23.2	1
16509	FOSL2	ENSG00000075426	2	28392448	28417312	p23.2	1
26909	PLB1	ENSG00000163803	2	28457145	28643788	p23.2	1
26777	SNRPGP7	ENSG00000242915	2	28460256	28460361	p23.2	-1
4723	RNA5SP89	ENSG00000222232	2	28683976	28684083	p23.2	1
23540	PPP1CB	ENSG00000213639	2	28751640	28802940	p23.2	1
24443	SPDYA	ENSG00000163806	2	28782517	28850611	p23.2	1
23334	TRMT61B	ENSG00000171103	2	28849821	28870301	p23.2	-1
29102	WDR43	ENSG00000163811	2	28894643	28948222	p23.2	1
5302	SNORD92	ENSG00000264994	2	28913664	28913748	p23.2	1
1142	SNORD53	ENSG00000265145	2	28927067	28927144	p23.2	1
19102	FAM179A	ENSG00000189350	2	28956611	29061373	p23.2	1
19944	C2orf71	ENSG00000179270	2	29060976	29074261	p23.2	-1
29948	CLIP4	ENSG00000115295	2	29097705	29189643	p23.2	1
21209	ALK	ENSG00000171094	2	29192774	29921566	p23.1	-1
4373	RN7SL516P	ENSG00000242699	2	29681027	29681323	p23.2	-1
13695	YPEL5	ENSG00000119801	2	30146941	30160533	p23.1	1
21651	LBH	ENSG00000213626	2	30231531	30323730	p23.1	1
12568	LCLAT1	ENSG00000172954	2	30447226	30644225	p23.1	1
32689	CAPN13	ENSG00000162949	2	30722771	30820542	p23.1	-1
12888	GALNT14	ENSG00000158089	2	30910467	31155202	p23.1	-1
14140	CAPN14	ENSG00000214711	2	31173056	31233858	p23.1	-1
5785	RNA5SP90	ENSG00000201671	2	31228312	31228410	p23.1	1
22112	EHD3	ENSG00000013016	2	31234337	31269447	p23.1	1
19975	XDH	ENSG00000158125	2	31334321	31414715	p23.1	-1
22767	SRD5A2	ENSG00000277893	2	31522480	31581067	p23.1	-1
29735	KRT18P52	ENSG00000237007	2	31822591	31823436	p22.3	-1
29736	AK2P2	ENSG00000242272	2	31823413	31823817	p22.3	-1
9977	MEMO1	ENSG00000162959	2	31865060	32011230	p22.3	-1
8979	DPY30	ENSG00000162961	2	31867809	32039812	p22.3	-1
25642	SPAST	ENSG00000021574	2	32063611	32157637	p22.3	1
22799	SLC30A6	ENSG00000152683	2	32165841	32224379	p22.3	1
24571	DDX50P1	ENSG00000229816	2	32201600	32203999	p22.3	1
5443	RNU6-647P	ENSG00000201113	2	32214456	32214562	p22.3	-1
19588	NLRC4	ENSG00000091106	2	32224453	32265854	p22.3	-1
8577	YIPF4	ENSG00000119820	2	32277910	32316594	p22.3	1
314	BIRC6	ENSG00000115760	2	32357028	32618899	p22.3	1
9496	BIRC6-AS1	ENSG00000230046	2	32377631	32379599	p22.3	-1
366	MIR558	ENSG00000207653	2	32532153	32532246	p22.3	1
21033	BIRC6-AS2	ENSG00000279897	2	32557520	32574818	p22.3	-1
422	TTC27	ENSG00000018699	2	32628032	32821051	p22.3	1
1017	MIR4765	ENSG00000265057	2	32635255	32635331	p22.3	1
18126	LINC00486	ENSG00000230876	2	32825443	32926693	p22.3	1
26065	LTBP1	ENSG00000049323	2	32946972	33399509	p22.3	1
3615	RNA5SP91	ENSG00000212204	2	33285769	33285887	p22.3	-1
5141	RNA5SP92	ENSG00000252246	2	33332898	33333007	p22.3	1
25232	RASGRP3	ENSG00000152689	2	33436324	33564750	p22.3	1
11110	FAM98A	ENSG00000119812	2	33583658	33599382	p22.3	-1
20823	ATP6V0E1P3	ENSG00000238038	2	33602041	33602286	p22.3	1
20828	HNRNPA1P61	ENSG00000187999	2	33636502	33637425	p22.3	1
21685	LINC01317	ENSG00000203386	2	33706886	34297753	p22.3	1
21326	MYADML	ENSG00000239649	2	33722721	33728207	p22.3	-1
21338	SLC25A5P2	ENSG00000235064	2	33839782	33840678	p22.3	-1
21997	LINC01318	ENSG00000237790	2	34067226	34069550	p22.3	1
24670	LINC01320	ENSG00000228262	2	34677555	34738231	p22.3	1
1783	RN7SL602P	ENSG00000264352	2	34809233	34809556	p22.3	-1
4628	MIR548AD	ENSG00000265301	2	35471405	35471486	p22.3	1
1134	RNU6-1117P	ENSG00000207255	2	35471605	35471708	p22.3	1
15199	MRPL50P1	ENSG00000234587	2	35724759	35725142	p22.3	-1
23646	CRIM1	ENSG00000150938	2	36355926	36551135	p22.2	1
24694	FEZ2	ENSG00000171055	2	36531805	36646087	p22.2	-1
8885	VIT	ENSG00000205221	2	36696690	36814792	p22.2	1
25300	STRN	ENSG00000115808	2	36843640	36966472	p22.2	-1
3359	RNU6-577P	ENSG00000252756	2	36867398	36867495	p22.2	-1
12646	HEATR5B	ENSG00000008869	2	36968383	37084342	p22.2	-1
17568	GPATCH11	ENSG00000152133	2	37084451	37099244	p22.2	1
18748	EIF2AK2	ENSG00000055332	2	37099210	37157065	p22.2	-1
12578	SULT6B1	ENSG00000138068	2	37167820	37196598	p22.2	-1
15741	CEBPZOS	ENSG00000218739	2	37196488	37216193	p22.2	1
15065	CEBPZ	ENSG00000115816	2	37201612	37231713	p22.2	-1
13758	NDUFAF7	ENSG00000003509	2	37231631	37253403	p22.2	1
12787	PRKD3	ENSG00000115825	2	37250502	37324808	p22.2	-1
4270	RNU6-939P	ENSG00000207364	2	37331770	37331876	p22.2	-1
8399	QPCT	ENSG00000115828	2	37344574	37373322	p22.2	1
6012	RNU6-1116P	ENSG00000253078	2	37435510	37435608	p22.2	-1
25555	CDC42EP3	ENSG00000163171	2	37641882	37738468	p22.2	-1
15532	LINC00211	ENSG00000237803	2	37826247	37876274	p22.2	-1
32590	RMDN2	ENSG00000115841	2	37923187	38067142	p22.2	1
31962	RMDN2-AS1	ENSG00000235848	2	37949911	38067041	p22.2	-1
32514	CYP1B1	ENSG00000138061	2	38066973	38109902	p22.2	-1
31996	CYP1B1-AS1	ENSG00000232973	2	38073447	38231651	p22.2	1
3434	RNU6-951P	ENSG00000199603	2	38147415	38147521	p22.2	1
31989	RPL7P12	ENSG00000227770	2	38231568	38232317	p22.2	1
7546	GAPDHP25	ENSG00000213594	2	38285410	38286410	p22.2	1
10274	ATL2	ENSG00000119787	2	38294880	38377285	p22.1	-1
11828	RPLP0P6	ENSG00000213553	2	38481851	38482804	p22.1	1
31999	HNRNPLL	ENSG00000143889	2	38561978	38603586	p22.1	-1
17632	GALM	ENSG00000143891	2	38665910	38741237	p22.1	1
29507	SRSF7	ENSG00000115875	2	38743599	38751494	p22.1	-1
27094	GEMIN6	ENSG00000152147	2	38751534	38785000	p22.1	1
27090	TTC39DP	ENSG00000227238	2	38763534	38765221	p22.1	1
33109	DHX57	ENSG00000163214	2	38797729	38875934	p22.1	-1
33151	ASS1P2	ENSG00000223922	2	38810432	38811654	p22.1	-1
30146	MORN2	ENSG00000188010	2	38875962	38929072	p22.1	1
4613	RNU6-851P	ENSG00000207295	2	38884560	38884666	p22.1	-1
30601	ARHGEF33	ENSG00000214694	2	38889880	38975449	p22.1	1
3836	RN7SL96P	ENSG00000265905	2	38936876	38937158	p22.1	-1
21892	SOS1	ENSG00000115904	2	38981396	39124345	p22.1	-1
29521	SOS1-IT1	ENSG00000229692	2	38992279	38993857	p22.1	-1
929	RNU6-198P	ENSG00000206985	2	39082589	39082692	p22.1	1
21867	HSPE1P13	ENSG00000225900	2	39098149	39098445	p22.1	-1
10770	CDKL4	ENSG00000205111	2	39175646	39229588	p22.1	-1
19597	MAP4K3	ENSG00000011566	2	39249266	39437312	p22.1	-1
5292	RNU6-373P	ENSG00000223179	2	39393522	39393618	p22.1	-1
29693	TMEM178A	ENSG00000152154	2	39664982	39717963	p22.1	1
10744	THUMPD2	ENSG00000138050	2	39736060	39779267	p22.1	-1
15559	SLC8A1-AS1	ENSG00000227028	2	39786453	40255209	p22.1	1
15168	SLC8A1	ENSG00000183023	2	40097270	40611053	p22.1	-1
25979	HNRNPA1P57	ENSG00000237442	2	41143780	41157555	p22.1	1
26087	LDHAP3	ENSG00000236090	2	41819747	41820754	p21	1
2651	RNU4-63P	ENSG00000223245	2	41871271	41871388	p21	1
22638	C2orf91	ENSG00000205086	2	41935368	41954266	p21	-1
2838	PKDCC	ENSG00000162878	2	42048020	42058528	p21	1
11364	EML4	ENSG00000143924	2	42169350	42332548	p21	1
3353	COX7A2L	ENSG00000115944	2	42333546	42425088	p21	-1
21495	KCNG3	ENSG00000171126	2	42442017	42494097	p21	-1
21501	VDAC1P13	ENSG00000232526	2	42463139	42463997	p21	-1
31681	MTA3	ENSG00000057935	2	42494569	42756947	p21	1
1308	RNU6-137P	ENSG00000200550	2	42712740	42712847	p21	1
9444	OXER1	ENSG00000162881	2	42762481	42764261	p21	-1
18644	HAAO	ENSG00000162882	2	42767089	42792593	p21	-1
18112	FTOP1	ENSG00000226491	2	42797225	42798712	p21	-1
3165	RNU6-242P	ENSG00000207087	2	43091388	43091494	p21	-1
19904	ZFP36L2	ENSG00000152518	2	43222402	43226609	p21	-1
20219	LINC01126	ENSG00000279873	2	43227210	43228855	p21	1
6772	THADA	ENSG00000115970	2	43230836	43596046	p21	-1
3713	RNU6-958P	ENSG00000252804	2	43408307	43408412	p21	1
5721	RN7SL531P	ENSG00000264071	2	43492032	43492313	p21	1
9059	PLEKHH2	ENSG00000152527	2	43637273	43767987	p21	1
3331	RN7SKP66	ENSG00000252490	2	43772120	43772350	p21	-1
31624	DYNC2LI1	ENSG00000138036	2	43774039	43810010	p21	1
9252	ABCG5	ENSG00000138075	2	43812472	43838865	p21	-1
16775	ABCG8	ENSG00000143921	2	43838964	43878466	p21	1
2585	LRPPRC	ENSG00000138095	2	43886508	43996005	p21	-1
1294	RNU6-1048P	ENSG00000200924	2	43892690	43892796	p21	1
4087	RN7SL455P	ENSG00000264047	2	43904412	43904693	p21	1
4199	RNU6-566P	ENSG00000252599	2	44154789	44154895	p21	-1
25248	PDSS1P2	ENSG00000224637	2	44166266	44166943	p21	1
26192	PPM1B	ENSG00000138032	2	44167969	44244384	p21	1
18724	SLC3A1	ENSG00000138079	2	44275458	44321494	p21	1
22451	PREPL	ENSG00000138078	2	44316281	44361862	p21	-1
31992	CAMKMT	ENSG00000143919	2	44361950	44772592	p21	1
22405	SIX3-AS1	ENSG00000236502	2	44940154	44941873	p21	-1
23950	SIX3	ENSG00000138083	2	44941898	44946077	p21	1
25517	SIX2	ENSG00000170577	2	45005161	45009430	p21	-1
31258	LINC01121	ENSG00000205054	2	45164870	45323295	p21	-1
10181	SRBD1	ENSG00000068784	2	45388680	45612165	p21	-1
3207	RN7SL414P	ENSG00000239396	2	45569199	45569492	p21	-1
6943	PRKCE	ENSG00000171132	2	45651345	46187990	p21	1
13522	EPAS1	ENSG00000116016	2	46293667	46386703	p21	1
30116	TMEM247	ENSG00000187600	2	46429190	46484425	p21	1
1680	RN7SL817P	ENSG00000241791	2	46448224	46448511	p21	-1
7499	ATP6V1E2	ENSG00000250565	2	46490750	46542557	p21	-1
11333	RHOQ	ENSG00000119729	2	46541806	46583121	p21	1
8004	PIGF	ENSG00000151665	2	46580937	46617119	p21	-1
7875	CRIPT	ENSG00000119878	2	46616416	46625742	p21	1
20311	SOCS5	ENSG00000171150	2	46698952	46763129	p21	1
21013	LINC01118	ENSG00000222005	2	46816668	46822657	p21	1
21096	LINC01119	ENSG00000239332	2	46816697	46859007	p21	1
19495	MCFD2	ENSG00000180398	2	46901870	46941855	p21	-1
21936	TTC7A	ENSG00000068724	2	46916157	47076137	p21	1
20918	C2orf61	ENSG00000239605	2	47045538	47155378	p21	-1
27412	CALM2	ENSG00000143933	2	47160082	47176601	p21	-1
15878	BCYRN1	ENSG00000236824	2	47331060	47344517	p21	1
27222	EPCAM	ENSG00000119888	2	47345158	47387601	p21	1
4985	RN7SKP119	ENSG00000222685	2	47359505	47359777	p21	-1
3995	MIR559	ENSG00000207923	2	47377675	47377770	p21	1
20779	MSH2	ENSG00000095002	2	47402969	47562311	p21	1
20624	KCNK12	ENSG00000184261	2	47516581	47570939	p16.3	-1
11579	MSH6	ENSG00000116062	2	47695530	47810101	p16.3	1
12954	FBXO11	ENSG00000138081	2	47789316	47905793	p16.3	-1
14724	RPL36AP15	ENSG00000235369	2	47797826	47798091	p16.3	-1
3949	RN7SKP224	ENSG00000201010	2	48217575	48217899	p16.3	1
11481	FOXN2	ENSG00000170802	2	48314637	48379294	p16.3	1
516	RNU4-49P	ENSG00000251889	2	48340687	48340826	p16.3	-1
15922	PPP1R21	ENSG00000162869	2	48440598	48515391	p16.3	1
787	RNU6-282P	ENSG00000202227	2	48501922	48502024	p16.3	-1
34322	STON1	ENSG00000243244	2	48529383	48598513	p16.3	1
6292	STON1-GTF2A1L	ENSG00000068781	2	48529925	48776517	p16.3	1
34330	GTF2A1L	ENSG00000242441	2	48617798	48733148	p16.3	1
34321	TPT1P11	ENSG00000239995	2	48632856	48633353	p16.3	-1
34298	LHCGR	ENSG00000138039	2	48686775	48755730	p16.3	-1
28432	TCEB2P3	ENSG00000232285	2	48780602	48780895	p16.3	1
29388	CTBP2P5	ENSG00000214602	2	48915267	48916530	p16.3	-1
3762	FSHR	ENSG00000170820	2	48962157	49154537	p16.3	-1
5329	RNU6-439P	ENSG00000206915	2	49233794	49233899	p16.3	-1
28693	RPL7P13	ENSG00000234253	2	49878623	49879363	p16.3	1
